tdate,BDI,BCI,BPI,BSI,BHI,BCTI,BDTI
2020/8/26,1509,2278,1616,960,565,502,473
2020/8/27,1504,2264,1619,958,568,492,472
2020/8/28,1488,2218,1617,958,570,485,474
2020/9/1,1471,2176,1604,958,571,482,466
2020/9/2,1445,2127,1568,959,571,480,457
2020/9/3,1395,2019,1515,958,570,477,452
2020/9/4,1362,1960,1473,953,569,477,446
2020/9/7,1349,1942,1449,949,568,483,444
2020/9/8,1328,1916,1414,941,567,465,446
2020/9/9,1296,1867,1370,931,565,464,447
2020/9/10,1269,1818,1337,923,562,461,450
2020/9/11,1267,1839,1313,917,560,467,459
2020/9/14,1282,1898,1300,914,558,462,456
2020/9/15,1289,1922,1296,912,554,447,453
2020/9/16,1281,1889,1299,921,553,432,448
2020/9/17,1294,1914,1305,930,554,423,443
2020/9/18,1296,1900,1315,941,558,419,441
2020/9/21,1314,1940,1321,950,561,419,439
2020/9/22,1364,2078,1326,960,566,416,433
2020/9/23,1426,2242,1339,971,575,412,431
2020/9/24,1605,2754,1361,983,579,401,434
2020/9/25,1667,2915,1380,992,585,388,434
2020/9/28,1654,2862,1390,998,587,382,436
2020/9/29,1658,2871,1391,999,589,372,435
2020/9/30,1725,3091,1374,995,591,373,435
2020/10/1,1869,3537,1364,992,592,371,432
2020/10/2,2020,3987,1373,991,593,372,429
2020/10/5,2071,4135,1383,988,592,376,428
2020/10/6,2097,4208,1394,985,594,375,424
2020/10/7,2044,4035,1410,985,593,369,419
2020/10/8,1970,3799,1428,984,594,368,417
2020/10/9,1892,3555,1439,982,595,361,412
2020/10/12,1807,3296,1443,982,596,357,410
2020/10/13,1732,3074,1436,982,598,351,410
2020/10/14,1637,2810,1413,980,599,350,412
2020/10/15,1561,2621,1365,977,599,350,414
2020/10/16,1477,2406,1323,976,599,355,417
2020/10/19,1409,2219,1298,976,599,350,420
2020/10/20,1350,2064,1273,973,597,344,423
2020/10/21,1346,2068,1257,972,596,339,424
2020/10/22,1401,2235,1255,972,597,327,421
2020/10/23,1415,2261,1274,972,597,333,417
2020/10/26,1402,2207,1291,972,596,334,425
2020/10/27,1413,2244,1295,968,596,330,426
2020/10/28,1384,2156,1300,962,596,322,422
2020/10/29,1297,1903,1297,958,594,312,416
2020/10/30,1283,1875,1289,949,591,312,411
2020/11/2,1284,1895,1275,943,590,313,406
2020/11/3,1263,1862,1250,932,588,313,405
2020/11/4,1224,1771,1231,922,586,309,405
2020/11/5,1194,1709,1209,912,582,310,405
2020/11/6,1196,1739,1190,901,583,309,403
2020/11/9,1207,1790,1181,893,583,316,403
2020/11/10,1200,1782,1170,888,583,326,405
2020/11/11,1141,1613,1165,882,584,326,407
2020/11/12,1124,1550,1177,884,585,333,413
2020/11/13,1115,1507,1198,884,586,337,425
2020/11/16,1111,1481,1214,884,585,339,430
2020/11/17,1112,1450,1252,888,588,345,432
2020/11/18,1115,1414,1291,900,593,345,431
2020/11/19,1134,1430,1326,915,598,346,437
2020/11/20,1148,1435,1353,930,602,368,438
2020/11/23,1169,1450,1384,952,606,372,437
2020/11/24,1178,1447,1398,973,613,372,447
2020/11/25,1197,1469,1413,995,625,372,451
2020/11/26,1219,1509,1426,1011,641,360,457
2020/11/27,1230,1533,1429,1018,649,360,455
2020/11/30,1227,1522,1427,1022,654,351,458
2020/12/1,1211,1487,1410,1020,658,344,455
2020/12/2,1201,1486,1379,1019,660,354,444
2020/12/3,1189,1480,1345,1015,663,351,445
2020/12/4,1197,1520,1331,1011,664,354,440
2020/12/7,1162,1419,1325,1011,664,361,440
2020/12/8,1121,1279,1344,1012,663,371,439
2020/12/9,1122,1241,1388,1017,663,395,435
2020/12/10,1161,1320,1427,1023,666,413,430
2020/12/11,1211,1434,1465,1031,668,425,431
2020/12/14,1235,1481,1485,1038,670,424,432
2020/12/15,1273,1583,1491,1046,674,431,435
2020/12/16,1296,1667,1466,1054,675,424,439
2020/12/17,1301,1705,1433,1057,676,411,453
2020/12/18,1325,1802,1402,1057,678,406,456
2020/12/21,1323,1819,1377,1054,678,399,461
2020/12/22,1330,1865,1352,1048,678,387,468
2020/12/23,1362,1979,1333,1047,677,385,466
2020/12/24,1366,2006,1325,1039,677,385,466
2021/1/4,1374,2008,1364,1028,669,434,543
2021/1/5,1418,2099,1422,1022,666,432,540
2021/1/6,1425,2087,1463,1022,662,433,533
2021/1/7,1448,2122,1504,1023,661,446,524
2021/1/8,1606,2548,1559,1029,656,447,520
2021/1/11,1761,2955,1620,1039,652,445,511
2021/1/12,1849,3186,1645,1055,650,441,505
2021/1/13,1856,3194,1645,1067,650,450,500
2021/1/14,1792,3012,1618,1080,651,456,496
2021/1/15,1754,2893,1616,1086,653,465,493
2021/1/18,1740,2839,1618,1096,654,466,492
2021/1/19,1766,2912,1612,1104,656,468,496
2021/1/20,1828,3082,1617,1119,660,485,498
2021/1/21,1837,3077,1639,1133,666,510,505
2021/1/22,1810,2970,1659,1142,670,510,512
2021/1/25,1765,2817,1665,1152,677,515,519
2021/1/26,1659,2497,1660,1158,683,513,520
2021/1/27,1540,2145,1645,1163,689,515,521
2021/1/28,1470,1945,1631,1166,697,513,521
2021/1/29,1452,1890,1633,1165,701,511,517
2021/2/1,1444,1871,1630,1162,703,506,515
2021/2/2,1380,1694,1624,1149,706,503,506
2021/2/3,1327,1544,1623,1141,709,490,497
2021/2/4,1327,1540,1629,1139,712,485,496
2021/2/5,1333,1527,1662,1144,719,483,496
2021/2/8,1317,1454,1689,1149,725,481,495
2021/2/9,1306,1370,1740,1156,733,482,497
2021/2/10,1303,1296,1797,1175,741,482,510
2021/2/11,1313,1243,1871,1197,749,488,519
2021/2/12,1339,1242,1944,1217,751,498,539
2021/2/15,1364,1261,1997,1232,758,509,550
2021/2/16,1495,1485,2172,1262,771,572,589
2021/2/17,1756,1912,2518,1340,800,571,602
2021/2/18,1770,1892,2471,1441,844,571,627
2021/2/19,1698,1715,2332,1513,901,571,639
2021/2/22,1709,1673,2321,1598,945,571,651
2021/2/23,1727,1594,2306,1744,978,560,663
2021/2/24,1709,1485,2276,1822,1018,556,668
2021/2/25,1700,1471,2208,1866,1050,543,669
2021/2/26,1675,1439,2140,1878,1070,526,669
2021/3/1,1651,1408,2086,1879,1079,500,668
2021/3/2,1673,1465,2100,1879,1087,493,671
2021/3/3,1763,1677,2161,1889,1091,487,667
2021/3/4,1779,1673,2212,1900,1099,478,668
2021/3/5,1829,1784,2241,1917,1131,488,666
2021/3/8,1853,1825,2258,1933,1155,493,672
2021/3/9,1901,1950,2238,1969,1181,503,696
2021/3/10,1980,2157,2218,2017,1222,502,706
2021/3/11,1970,2092,2217,2051,1259,504,720
2021/3/12,1960,2019,2242,2077,1283,531,721
2021/3/15,1983,2056,2272,2083,1296,566,727
2021/3/16,2017,2083,2372,2079,1307,553,742
2021/3/17,2105,2162,2583,2091,1327,558,746
2021/3/18,2215,2276,2822,2114,1357,568,753
2021/3/19,2281,2344,2975,2122,1360,581,748
2021/3/22,2319,2382,3058,2133,1356,593,746
2021/3/23,2271,2305,2983,2126,1346,623,747
2021/3/24,2194,2215,2858,2084,1319,656,743
2021/3/25,2172,2230,2834,2021,1288,674,748
2021/3/26,2178,2293,2827,1983,1272,675,765
2021/3/29,2162,2289,2812,1951,1245,677,765
2021/3/30,2103,2217,2723,1916,1201,661,737
2021/3/31,2046,2210,2576,1871,1167,643,710
2021/4/1,2072,2394,2484,1840,1137,624,699
2021/4/6,2092,2528,2431,1809,1110,602,685
2021/4/7,2127,2709,2358,1792,1090,582,675
2021/4/8,2088,2758,2160,1786,1068,570,658
2021/4/9,2085,2883,2003,1780,1049,567,646
2021/4/12,2145,3132,1928,1774,1032,577,629
2021/4/13,2140,3142,1898,1774,1015,584,614
2021/4/14,2178,3151,2017,1783,1004,567,612
2021/4/15,2323,3383,2234,1811,999,557,608
2021/4/16,2385,3439,2347,1849,1006,539,605
2021/4/19,2432,3476,2441,1878,1014,524,603
2021/4/20,2472,3455,2557,1925,1025,515,600
2021/4/21,2710,4014,2690,1977,1043,506,603
2021/4/22,2750,4077,2686,2037,1071,489,605
2021/4/23,2788,4192,2630,2085,1092,484,604
2021/4/26,2808,4262,2586,2108,1104,471,603
2021/4/27,2889,4516,2550,2129,1113,471,603
2021/4/28,2957,4680,2584,2140,1117,468,604
2021/4/29,3007,4774,2643,2151,1141,470,605
2021/4/30,3053,4896,2672,2144,1145,469,606
2021/5/4,3157,5180,2724,2130,1156,462,602
2021/5/5,3266,5404,2848,2135,1166,466,604
2021/5/6,3212,5167,2909,2160,1177,472,604
2021/5/7,3183,5006,2955,2196,1189,472,607
2021/5/10,3240,5109,3014,2216,1203,502,605
2021/5/11,3254,5068,3082,2245,1223,504,606
2021/5/12,3139,4709,3067,2269,1241,507,613
2021/5/13,3077,4549,3017,2283,1259,501,610
2021/5/14,2939,4165,2961,2297,1269,517,610
2021/5/17,2856,3943,2909,2310,1278,522,610
2021/5/18,2795,3790,2854,2324,1289,533,611
2021/5/19,2801,3785,2857,2344,1298,539,606
2021/5/20,2824,3814,2870,2374,1310,540,610
2021/5/21,2869,3930,2855,2408,1317,538,615
2021/5/24,2881,3958,2840,2428,1320,532,613
2021/5/25,2809,3745,2809,2450,1327,526,614
2021/5/26,2754,3572,2767,2492,1335,510,610
2021/5/27,2688,3368,2735,2520,1341,506,605
2021/5/28,2596,3089,2760,2504,1343,509,604
2021/6/1,2568,3018,2801,2455,1339,516,598
2021/6/2,2530,2862,2855,2456,1338,511,595
2021/6/3,2472,2665,2896,2441,1336,501,589
2021/6/4,2438,2524,2933,2449,1337,484,585
2021/6/7,2428,2467,2954,2461,1336,475,583
2021/6/8,2420,2393,2993,2479,1336,458,579
2021/6/9,2481,2488,3065,2508,1343,452,581
2021/6/10,2669,2899,3204,2552,1355,456,580
2021/6/11,2857,3346,3302,2592,1361,455,581
2021/6/14,2944,3543,3343,2624,1363,453,582
2021/6/15,3025,3695,3407,2667,1370,450,583
2021/6/16,3176,4010,3519,2713,1377,450,586
2021/6/17,3267,4212,3558,2754,1388,451,588
2021/6/18,3218,4029,3544,2802,1398,452,592
2021/6/21,3190,3953,3505,2825,1417,454,604
2021/6/22,3119,3783,3432,2840,1435,452,615
2021/6/23,3147,3868,3418,2852,1455,450,621
2021/6/24,3175,3861,3515,2864,1476,450,624
2021/6/25,3255,3987,3642,2877,1503,449,624
2021/6/28,3324,4021,3827,2899,1518,451,614
2021/6/29,3418,4136,4010,2921,1533,449,605
2021/6/30,3383,3931,4119,2930,1541,447,598
2021/7/1,3338,3690,4237,2939,1549,445,592
2021/7/2,3285,3510,4269,2935,1555,444,590
2021/7/5,3224,3349,4241,2935,1561,445,586
2021/7/6,3179,3293,4160,2920,1586,447,591
2021/7/7,3241,3499,4150,2909,1618,447,588
2021/7/8,3281,3649,4128,2897,1637,447,588
2021/7/9,3300,3735,4101,2891,1651,445,586
2021/7/12,3300,3770,4070,2882,1652,448,583
2021/7/13,3228,3650,3970,2865,1660,453,582
2021/7/14,3139,3512,3848,2833,1660,454,580
2021/7/15,3073,3460,3708,2799,1662,464,585
2021/7/16,3039,3442,3635,2775,1669,463,589
2021/7/19,3059,3514,3623,2774,1681,463,590
2021/7/20,3053,3505,3600,2783,1687,463,590
2021/7/21,3058,3513,3577,2807,1707,460,591
2021/7/22,3103,3629,3560,2842,1726,460,593
2021/7/23,3199,3915,3528,2871,1736,457,593
2021/7/26,3210,3950,3513,2883,1747,456,592
2021/7/27,3166,3844,3467,2893,1751,471,594
2021/7/28,3154,3841,3404,2911,1756,473,598
2021/7/29,3214,4056,3342,2928,1759,477,604
2021/7/30,3292,4306,3304,2945,1760,488,604
2021/8/2,3282,4272,3290,2959,1761,501,605
2021/8/3,3281,4246,3307,2969,1767,503,604
2021/8/4,3318,4302,3358,2983,1763,505,607
2021/8/5,3376,4414,3418,2996,1766,510,607
2021/8/6,3371,4359,3449,3010,1766,513,609
2021/8/9,3371,4342,3458,3022,1767,508,608
2021/8/10,3375,4328,3476,3032,1773,505,608
2021/8/11,3410,4384,3516,3049,1781,511,608
2021/8/12,3503,4608,3550,3079,1799,526,609
2021/8/13,3566,4766,3566,3098,1816,525,613
2021/8/16,3606,4852,3584,3119,1829,523,610
2021/8/17,3657,4950,3617,3146,1846,517,608
2021/8/18,3833,5365,3707,3189,1863,506,607
2021/8/19,3976,5711,3754,3237,1871,494,608
2021/8/20,4092,5997,3785,3276,1878,489,610
2021/8/23,4147,6114,3809,3303,1881,485,607
2021/8/24,4201,6206,3846,3343,1888,487,605
2021/8/25,4193,6109,3885,3386,1897,486,603
2021/8/26,4195,6043,3911,3437,1902,495,604
2021/8/27,4235,6162,3874,3470,1897,512,604
2021/8/31,4132,5919,3781,3477,1874,535,610
2021/9/1,4013,5666,3706,3434,1859,543,613
2021/9/2,4001,5716,3649,3393,1843,524,617
2021/9/3,3944,5625,3605,3348,1838,517,616
2021/9/6,3822,5362,3544,3293,1829,507,615
2021/9/7,3707,5091,3496,3256,1825,491,610
2021/9/8,3618,4886,3473,3211,1811,486,604
2021/9/9,3643,4962,3510,3179,1806,481,609
2021/9/10,3864,5567,3595,3170,1807,481,611
2021/9/13,4163,6380,3694,3180,1810,480,612
2021/9/14,4221,6474,3756,3210,1820,479,614
2021/9/15,4233,6437,3800,3247,1835,477,618
2021/9/16,4215,6304,3852,3283,1845,480,616
2021/9/17,4275,6420,3904,3307,1861,480,608
2021/9/20,4304,6487,3916,3319,1876,483,608
2021/9/21,4410,6785,3930,3327,1885,486,607
2021/9/22,4560,7200,3961,3338,1901,485,610
2021/9/23,4651,7438,3994,3349,1916,487,614
2021/9/24,4644,7393,4012,3359,1925,489,614
2021/9/27,4717,7600,4020,3363,1930,498,616
2021/9/28,4962,8322,4030,3373,1943,498,618
2021/9/29,5197,9018,4037,3379,1957,493,623
2021/9/30,5167,8944,4013,3382,1975,496,626
2021/10/1,5202,9066,3992,3383,1987,496,630
2021/10/4,5267,9289,3961,3381,1992,495,635
2021/10/5,5409,9752,3918,3382,1994,491,649
2021/10/6,5647,10475,3903,3388,1998,483,662
2021/10/7,5650,10485,3884,3404,2009,479,668
2021/10/8,5526,10112,3866,3417,2015,473,680
2021/10/11,5488,9975,3877,3431,2020,474,692
2021/10/12,5378,9590,3906,3461,2018,477,701
2021/10/13,5206,8988,3958,3502,2017,480,710
2021/10/14,5062,8462,4023,3542,2020,508,719
2021/10/15,4854,7767,4065,3576,2021,550,726
2021/10/18,4732,7358,4091,3595,2023,556,727
2021/10/19,4714,7229,4166,3610,2024,568,737
2021/10/20,4751,7275,4236,3618,2033,569,743
2021/10/21,4653,6918,4304,3624,2045,571,755
2021/10/22,4410,6205,4327,3584,2057,566,768
2021/10/25,4257,5782,4328,3547,2062,575,784
2021/10/26,4056,5304,4231,3497,2056,569,793
2021/10/27,3808,4828,4083,3344,2036,567,796
2021/10/28,3630,4542,3965,3190,2010,566,800
2021/10/29,3519,4349,3896,3104,1972,568,797
2021/11/1,3428,4202,3815,3042,1944,578,794
2021/11/2,3187,3736,3644,2919,1877,579,793
2021/11/3,2892,3275,3355,2728,1812,560,794
2021/11/4,2769,3221,3166,2563,1788,556,798
2021/11/5,2715,3280,3071,2416,1726,554,817
2021/11/8,2718,3378,3063,2334,1689,555,828
2021/11/9,2805,3675,3084,2284,1665,571,835
2021/11/10,2861,3870,3079,2259,1647,588,833
2021/11/11,2844,3872,3026,2251,1626,607,835
2021/11/12,2807,3836,2930,2253,1613,618,821
2021/11/15,2759,3752,2850,2259,1603,616,812
2021/11/16,2591,3383,2675,2263,1594,608,802
2021/11/17,2430,3064,2475,2260,1582,599,795
2021/11/18,2454,3260,2336,2248,1573,599,788
2021/11/19,2552,3610,2282,2237,1561,596,780
2021/11/22,2645,3884,2291,2235,1547,603,763
2021/11/23,2715,4055,2333,2243,1540,618,753
2021/11/24,2654,3822,2378,2255,1536,623,744
2021/11/25,2678,3776,2489,2284,1536,628,745
2021/11/26,2767,3906,2621,2316,1539,632,738
2021/11/29,2881,4143,2735,2327,1540,630,731
2021/11/30,3018,4483,2811,2340,1544,636,721
2021/12/1,3047,4464,2897,2374,1551,644,720
2021/12/2,3115,4534,3030,2402,1555,646,727
2021/12/3,3171,4594,3128,2431,1559,651,737
2021/12/6,3235,4699,3212,2452,1560,664,754
2021/12/7,3352,4983,3253,2488,1568,676,764
2021/12/8,3423,5189,3221,2520,1569,716,771
2021/12/9,3343,4989,3145,2541,1572,784,777
2021/12/10,3272,4827,3068,2551,1572,838,785
2021/12/13,3216,4718,2995,2552,1568,849,788
2021/12/14,2932,3960,2879,2550,1566,853,795
2021/12/15,2665,3272,2744,2542,1564,856,803
2021/12/16,2498,2894,2626,2514,1557,818,801
2021/12/17,2379,2727,2444,2469,1547,812,803
2021/12/20,2371,2807,2356,2436,1538,801,804
2021/12/21,2294,2663,2311,2383,1524,798,801
2021/12/22,2229,2455,2384,2337,1503,797,788
2021/12/23,2219,2351,2515,2303,1478,793,788
2021/12/24,2217,2312,2573,2290,1466,788,786
2022/1/4,2285,2350,2874,2209,1407,675,722
2022/1/5,2289,2301,3003,2165,1387,654,711
2022/1/6,2296,2356,3013,2124,1335,642,711
2022/1/7,2289,2432,2957,2074,1300,627,705
2022/1/10,2277,2554,2849,2001,1268,625,704
2022/1/11,2151,2325,2715,1958,1250,613,698
2022/1/12,2027,2097,2565,1936,1227,607,694
2022/1/13,1873,1746,2452,1915,1209,596,698
2022/1/14,1764,1496,2375,1897,1192,593,698
2022/1/17,1731,1470,2326,1864,1179,589,697
2022/1/18,1644,1316,2223,1840,1162,581,694
2022/1/19,1570,1226,2095,1812,1139,567,692
2022/1/20,1474,1031,2024,1773,1122,558,691
2022/1/21,1415,891,2010,1749,1103,551,692
2022/1/24,1391,836,2013,1728,1089,546,692
2022/1/25,1343,745,1988,1693,1065,543,691
2022/1/26,1296,702,1914,1654,1042,548,682
2022/1/27,1302,818,1846,1613,1017,549,685
2022/1/28,1381,1075,1840,1597,1011,554,687
2022/1/31,1418,1208,1828,1587,1003,560,689
2022/2/1,1440,1297,1811,1578,995,583,685
2022/2/2,1419,1280,1765,1570,990,586,682
2022/2/3,1425,1291,1771,1571,988,587,679
2022/2/4,1423,1242,1796,1594,990,589,679
2022/2/7,1422,1148,1855,1638,996,593,682
2022/2/8,1503,1202,1971,1734,1029,592,681
2022/2/9,1711,1503,2153,1911,1086,594,682
2022/2/10,1940,1904,2333,2057,1139,608,681
2022/2/11,1977,1857,2403,2158,1168,645,687
2022/2/14,1984,1795,2418,2228,1198,661,690
2022/2/15,1968,1713,2400,2277,1221,684,691
2022/2/16,1896,1476,2375,2320,1242,679,692
2022/2/17,1886,1447,2365,2326,1258,676,694
2022/2/18,1964,1675,2375,2325,1285,687,699
2022/2/21,2045,1849,2441,2342,1306,702,706
2022/2/22,2148,2015,2596,2359,1333,704,715
2022/2/23,2244,2192,2699,2388,1354,690,725
2022/2/24,2187,2000,2689,2415,1384,696,904
2022/2/25,2076,1691,2658,2417,1399,696,1147
2022/2/28,2040,1617,2599,2428,1405,731,1343
2022/3/1,2069,1690,2601,2443,1420,790,1449
2022/3/2,2137,1840,2634,2471,1421,935,1466
2022/3/3,2104,1639,2699,2520,1434,991,1497
2022/3/4,2148,1635,2785,2586,1443,989,1474
2022/3/7,2235,1749,2901,2640,1467,1071,1517
2022/3/8,2352,1896,3041,2733,1485,1049,1424
2022/3/9,2558,2282,3194,2845,1505,1033,1349
2022/3/10,2704,2613,3233,2923,1531,1047,1333
2022/3/11,2718,2676,3187,2939,1548,1054,1312
2022/3/14,2727,2786,3092,2934,1558,1050,1297
2022/3/15,2689,2823,2946,2901,1579,1032,1279
2022/3/16,2591,2632,2847,2876,1601,1019,1268
2022/3/17,2588,2604,2850,2892,1620,1007,1225
2022/3/18,2605,2605,2874,2922,1662,994,1127
2022/3/21,2589,2470,2951,2949,1685,983,1105
2022/3/22,2546,2175,3111,2983,1715,984,1092
2022/3/23,2575,2100,3272,3016,1745,973,1093
2022/3/24,2567,1969,3379,3033,1769,961,1093
2022/3/25,2544,1887,3413,3020,1782,933,1112
2022/3/28,2484,1734,3416,2991,1787,930,1141
2022/3/29,2417,1639,3337,2946,1774,933,1163
2022/3/30,2369,1646,3236,2875,1755,925,1223
2022/3/31,2358,1760,3141,2808,1735,921,1279
2022/4/1,2357,1864,3073,2755,1695,917,1321
2022/4/4,2307,1796,3015,2717,1672,905,1369
2022/4/5,2213,1624,2951,2660,1639,891,1469
2022/4/6,2128,1490,2868,2605,1605,891,1547
2022/4/7,2061,1417,2778,2547,1568,892,1653
2022/4/8,2055,1444,2777,2502,1544,898,1677
2022/4/11,2031,1395,2785,2473,1520,923,1730
2022/4/12,2035,1368,2862,2448,1505,993,1744
2022/4/13,2068,1371,2968,2461,1472,1037,1728
2022/4/14,2137,1481,3042,2497,1449,1076,1714
2022/4/19,2115,1342,3079,2541,1448,1052,1680
2022/4/20,2142,1363,3087,2596,1459,1048,1589
2022/4/21,2239,1636,3047,2646,1473,1065,1518
2022/4/22,2307,1845,3004,2678,1504,1076,1465
2022/4/25,2356,2003,2967,2699,1538,1096,1382
2022/4/26,2404,2169,2919,2714,1564,1118,1296
2022/4/27,2425,2226,2904,2736,1574,1207,1234
2022/4/28,2403,2149,2914,2736,1582,1249,1245
2022/4/29,2404,2136,2938,2734,1593,1255,1253
2022/5/3,2412,2147,2955,2733,1609,1287,1233
2022/5/4,2485,2319,3013,2732,1620,1310,1226
2022/5/5,2644,2721,3110,2732,1632,1357,1182
2022/5/6,2718,2894,3175,2729,1640,1398,1162
2022/5/9,2831,3185,3233,2732,1650,1416,1160
2022/5/10,2939,3461,3277,2746,1661,1442,1167
2022/5/11,3052,3756,3316,2759,1665,1439,1155
2022/5/12,3117,3965,3310,2750,1665,1436,1140
2022/5/13,3104,3947,3283,2752,1673,1448,1133
2022/5/16,3085,3929,3241,2748,1667,1444,1125
2022/5/17,3095,3950,3254,2745,1663,1441,1110
2022/5/18,3189,4164,3327,2758,1667,1450,1083
2022/5/19,3289,4385,3370,2800,1664,1469,1101
2022/5/20,3344,4526,3382,2816,1662,1465,1111
